workerId,list,category,pair,how many,eventCat,event
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,1,LVC,15,1,kindness,advising
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,26,1,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,1,LVC,11,1,utterance,talking
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,34,12,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,1,BV,20,85,kindness,condoling
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,39,1,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,35,1,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,37,6,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,1,BV,8,5,utterance,scolding
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,35,9,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,27,1,filler,filler
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,1,BV,24,3,kindness,respecting
351b41e46e003115277d146f62b976bb7563d5947800107555437c0c,3,filler,37,2,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,18,1,kindness,assuring
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,38,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,22,1,kindness,recognizing
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,26,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,31,15,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,12,1,utterance,speaking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,1,1,contact,kissing
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,38,4,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,33,5,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,23,1,kindness,supporting
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,21,1,kindness,helping
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,14,1,utterance,addressing
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,30,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,3,2,contact,hugging
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,2,2,contact,kicking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,17,1,kindness,assisting
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,28,2,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,33,2,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,16,1,kindness,approving
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,25,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,7,10,contact,shaking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,19,1,kindness,encouraging
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,34,6,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,6,2,contact,poking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,36,2,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,27,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,25,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,39,3,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,32,4,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,29,2,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,31,30,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,28,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,10,1,utterance,lecturing
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,13,2,utterance,presenting
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,5,1,contact,cuddling
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,36,3,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,32,4,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,4,1,contact,embracing
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,30,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,9,1,utterance,thanking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,29,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,15,2,kindness,advising
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,26,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,LVC,11,1,utterance,talking
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,34,5,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,20,200,kindness,condoling
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,39,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,35,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,37,3,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,8,1,utterance,scolding
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,35,8,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,27,1,filler,filler
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,1,BV,24,1,kindness,respecting
d828a33d3e5746e655628d0969862ef1d2bc7672ad86be13eed7be37,3,filler,37,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,18,3,kindness,assuring
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,38,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,22,6,kindness,recognizing
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,26,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,31,4,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,12,1,utterance,speaking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,1,1,contact,kissing
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,38,5,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,33,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,23,2,kindness,supporting
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,21,3,kindness,helping
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,14,1,utterance,addressing
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,30,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,3,1,contact,hugging
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,2,3,contact,kicking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,17,4,kindness,assisting
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,28,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,33,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,16,1,kindness,approving
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,25,7,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,7,8,contact,shaking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,19,5,kindness,encouraging
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,34,11,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,6,4,contact,poking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,36,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,27,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,25,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,39,6,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,32,4,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,29,2,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,31,23,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,28,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,10,1,utterance,lecturing
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,13,2,utterance,presenting
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,5,1,contact,cuddling
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,36,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,32,5,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,4,1,contact,embracing
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,30,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,9,1,utterance,thanking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,29,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,15,2,kindness,advising
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,26,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,LVC,11,1,utterance,talking
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,34,6,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,20,4,kindness,condoling
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,39,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,35,6,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,37,4,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,8,2,utterance,scolding
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,35,3,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,27,1,filler,filler
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,1,BV,24,2,kindness,respecting
be6dd21d9a64142caf18c48cc2ddbb390fda1b91a60db4c894ac72f9,3,filler,37,13,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,18,23,kindness,assuring
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,38,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,22,3,kindness,recognizing
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,26,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,31,20,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,12,1,utterance,speaking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,1,3,contact,kissing
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,38,2,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,33,5,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,23,10,kindness,supporting
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,21,1,kindness,helping
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,14,1,utterance,addressing
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,30,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,3,1,contact,hugging
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,2,2,contact,kicking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,17,1,kindness,assisting
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,28,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,33,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,16,1,kindness,approving
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,25,20,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,7,6,contact,shaking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,19,4,kindness,encouraging
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,34,12,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,6,1,contact,poking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,36,2,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,27,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,25,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,39,30,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,32,5,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,29,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,31,80,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,28,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,10,1,utterance,lecturing
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,13,1,utterance,presenting
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,5,1,contact,cuddling
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,36,15,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,32,6,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,4,1,contact,embracing
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,30,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,9,2,utterance,thanking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,29,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,15,1,kindness,advising
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,26,4,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,LVC,11,1,utterance,talking
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,34,18,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,20,250,kindness,condoling
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,39,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,35,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,37,6,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,8,2,utterance,scolding
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,35,3,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,27,1,filler,filler
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,1,BV,24,1,kindness,respecting
82a1d79b757e9977400bc54eb20af5d321607ac11decd48ffd416508,3,filler,37,3,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,18,1,kindness,assuring
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,38,3,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,22,5,kindness,recognizing
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,26,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,31,3,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,12,1,utterance,speaking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,1,1,contact,kissing
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,38,10,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,33,4,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,23,2,kindness,supporting
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,21,1,kindness,helping
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,14,1,utterance,addressing
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,30,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,3,1,contact,hugging
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,2,5,contact,kicking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,17,5,kindness,assisting
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,28,2,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,33,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,16,7,kindness,approving
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,25,3,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,7,5,contact,shaking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,19,3,kindness,encouraging
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,34,12,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,6,1,contact,poking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,36,2,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,27,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,25,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,39,4,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,32,4,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,29,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,31,15,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,28,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,10,1,utterance,lecturing
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,13,1,utterance,presenting
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,5,1,contact,cuddling
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,36,25,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,32,5,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,4,1,contact,embracing
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,30,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,9,3,utterance,thanking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,29,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,15,1,kindness,advising
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,26,5,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,LVC,11,1,utterance,talking
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,34,12,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,20,30,kindness,condoling
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,39,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,35,1,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,37,15,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,8,1,utterance,scolding
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,35,20,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,27,2,filler,filler
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,1,BV,24,2,kindness,respecting
f60d225ba9652ce85665f6c75ab757edd61dc33212b9f8308af09a88,3,filler,37,2,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,18,1,kindness,assuring
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,38,5,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,22,1,kindness,recognizing
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,26,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,31,25,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,12,1,utterance,speaking
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,1,1,contact,kissing
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,38,100,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,33,25,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,23,1,kindness,supporting
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,21,1,kindness,helping
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,14,1,utterance,addressing
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,30,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,3,1,contact,hugging
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,2,6,contact,kicking
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,17,1,kindness,assisting
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,28,3,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,33,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,16,1,kindness,approving
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,25,30,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,7,8,contact,shaking
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,19,1,kindness,encouraging
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,34,7,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,6,1,contact,poking
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,36,2,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,27,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,25,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,39,55,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,32,11,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,29,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,31,500,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,28,1,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,BV,10,1,utterance,lecturing
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,13,1,utterance,presenting
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,1,LVC,5,3,contact,cuddling
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,36,100,filler,filler
7bdb5099580cb99f2edd01274fa606161f6a2f74ab19ff2825ddaef2,3,filler,32,8,filler,filler
